item_id,title,release_date,runtime,genre,summary,type
30885871,Carnage,2011-09-01,79.0,Drama,"When two grade-school boys get into a fight in the park that results in one boy hitting the other in the mouth with a stick, their parents meet in a Brooklyn apartment to discuss the matter. The parents of the boy wielding the stick, Alan and Nancy Cowan , visit the home of Michael and Penelope Longstreet , the parents of the boy who was struck. Their meeting is initially intended to be short. But due to various circumstances, such as Nancy's vomiting and Alan's numerous cell phone conversations, the conversation continues to draw out. At first, the couples seem to get along, but they hurt feelings makes everyone argue with one another. Such as, Nancy vomiting on Penelope's out of print catalogs and she  gets upset over it. Also, the couples complain about the other when in different places. Nancy and Alan in the bathroom and Penny and Michael in the living room cleaning up Nancy's vomit and Penny's catalogs. The couples then blame each other on who's responsible for the fight between their sons. Nancy calls the Longstreets ""superficially fair-minded"" and Penny and Michael constantly complain about Alan's arrogant and dull attitude. Everyone gets irritated with Alan's many phone calls. Nancy accuses Michael of being a murderer because he supposedly killed a pet hamster of his and Penny's. Penny becomes emotional about the hamster and with everyone arguing with each other. Michael offers everyone a glass of scotch. Penny claims she doesn't ""get drunk"" and Nancy drinks way too many and finally stops Alan's phone calls by putting his cellphone in Penny and Michael's flower vase full of water. Penny and Nancy both laugh uproariously while Michael and Alan try to blow-dry the cell phone. They fail. Nancy's true colors are revealed when she drunkenly and vulgarly states that she was glad that her and Alan's son beat up Penny and Michael's son. The couples repeatedly state that their conversation is getting nowhere. At the end of the film, the film cuts to the footage of the Longstreets' and Cowans' sons reconciling on their own.",movie
6271212,Mid-Air Crash,1979-02-13,100.0,Drama,"The film starts with Nick Galver having a nightmare: a military pilot intentionally switching off his transponder signal is intruding into the airspace of civilian flights Nick is controlling, causing an air collision. He wakes up terrified and his wife Betsy advises him to see a doctor, and to find a less stressful job. Nick, an LA Air Traffic Controller, in his late 50s, feels trapped in his job. The stress is affecting his mental and physical health. He is driven to prove himself despite his years. His nightmare turns real as he experiences the an accident similar to his dream. After the incident, the civilian flight passengers are all dead, and the military pilot has bailed out, survived, and is lying during the inquiry. As a final hearing approaches, Nick’s career is in danger. He smokes and drinks coffee incessantly, and begins to take pills to calm his nerves. There follows a confrontation with the authorities employee charged with the inquiry who is trying to frame him believing the accident was the Air Traffic Control’s mistake but Nick replies back to him that it is because this employee was a previously rejected Controller of the service that he tries to retaliate picking on him. The stress continues at work. A young Controller, Donovan, is posted to LA after some service in Chicago and he will be his instructor. The two generations clash each other strongly. The young is more relaxed and not conscious of the particular difficulties he may face while the older and experienced knows that any moment can produce a situation that pushes adrenaline to its highest. There is also a young lady cadet controller that is not fit for the job; she nearly arrives to produce a collision saved last minute by Nick who grabbed the microphone himself to save the situation while his face reflects his tremendous anxiety. The climax of stress arrives with the psychologist Dr. Denver who is appointed by the Head of the Civil Aviation Authority in LA to watch closely the controllers as some of them are reported to have problems and there is fear for consequences on the air safety. His presence increases the stress as everyone knows that if detected to be mentally unstable he will lose his job. Nick explains to him all the tricks of the trade and why even rules have to bend to allow traffic to keep on going instead of queuing for long periods on the ground. The accumulated anxiety will push his wife to abandon their home while the hearing day approaches. In the mean time an aerodrome worker that became insane after a cab driver killed his child is searched by the police and while trying to escape armed in a bus he destroys the radar installations. In the operations room the Controllers will have to continue without radar using their memory and information on paper strips alone. At this crucial moment he works together with Donovan who does handle the case successfully supported by the strength of his youth. Nick is then informed that Betsy is on a flight already in the air at this moment that experiences an engine failure and has to land immediately. In the chaos created Nick trusts Donovan on the controlling position and he rushes himself in the airfield to provide help. The bus with the insane armed worker blocks the runway but Nick gets on the bus neutralizing him and drives the bus away clearing the runway while the landing plane is missing it by inches. Betsy returns to his arms after escaping the danger and at this moment the administration employee comes and tells him that after a technical check the pilot was blamed for switching off his device, therefore Nick is ‘off the hook’. Nick then turns to Betsy promising to quit his post and return to a normal life.Crisis in Mid-Air at Fabianforte.net",movie
15671530,Not My Kid,1985-01-15,95.0,Drama,"The film opens with 15-year-old Susan Bower on an alcohol and drug-fueled joyride with boyfriend Ricky and two other friends, which is intercut with scenes depicting testimony from teenage addicts in a drug rehabilitation program run by Dr. Royce. While foolishly attempting to drive with his eyes closed and both hands off the steering wheel, Ricky loses control of the car, causing it to skid on its side before overturning and landing all his passengers in the hospital . Once there, the presence of alcohol and drugs in Susan's bloodstream is revealed, much to the shock of her parents  and younger sister Kelly. After she is treated and released, Frank attempts to question Susan about what happened, and she tells him that while headed to the movies with a friend, they were picked up by two guys who gave them the alcohol and drugs that she consumed, supposedly not knowing the latter was actually methadrine, but emphasizes that she doesn't use drugs. Believing her apparent remorse to be sincere, Frank doesn't punish her, but later begins to doubt the validity of this story. Sure enough, Frank's suspicions are confirmed when a search of Susan's bedroom  uncovers her hidden ""stash"", which she claims to have been holding for a friend, when confronted about it. Not believing this story either, he promptly grounds Susan. Realizing their daughter is addicted, the Bowers later learn that Susan has been absent from school frequently for the past three months, and had been doctoring grades on the report cards she'd shown them. A visit to a psychologist proves of little help, as he merely characterizes Susan's drug problem as natural adolescence rebellion, and blames Frank for being controlling and constraining, thus prompting her to rebel. Things finally come to a head when Susan runs away and is found by police two days later on the family's boat, getting high with Ricky and two other friends. The next day, Frank and Helen tell Susan that it would be better if she went to a private school in order to get away for a while. Upon arrival at the school, however, Susan discovers that it's really Dr. Royce's aforementioned drug treatment program, where she is placed under the supervision of a fellow addict who has gotten far enough in her program to be trusted. One key requirement of both addicts in the program and their families is attending twice-weekly meetings, in which they confess the full extent of their drug use and their families have the opportunity to confront them. At the first meeting they attend, Helen is shocked to hear the story of a girl who prostituted herself for drug money and demands that Frank pull Susan from the program. However, he refuses, insisting that this is a wake-up call for their daughter. Meanwhile, despite giving her testimony the following week , Susan remains hostile towards all efforts to get her to open up and share her feelings, and later runs away. Having no idea where his daughter might be, Frank finally receives a phone call from Ricky, who promises to turn her over to him in exchange for some liquid cocaine. Once there, Ricky attempts to play hardball, but Frank steadfastly refuses to hand over the drugs until he gets Susan back. Desperate for a fix, Ricky finally relents and leads Frank to his daughter; Susan is angry and refuses to go back to the center, but Frank assures her that he's going to take her home. Afterwards, Ricky tells Frank that he owes him something, to which Frank replies by telling him to have fun, and tosses the bag of drugs into a fire before Ricky can get his hands on it. However, rather than taking her home, Frank brings Susan back to the center, promising to do so as many times as it takes. Once she has returned, angry at Ricky's betrayal and realizing just what her life has come to, Susan finally breaks down and gradually begins opening up with the rest of the group. A subsequent parents only meeting also makes Frank finally realize that Susan's addiction wasn't his fault and that she's getting the help she needs, while Helen also has an awakening regarding the matter. During a closed-door senior staff meeting, Susan's recent progress is considered, but it is questioned if it is enough for her to go home, as she requested. The subsequent parent-child meeting shows Frank admitting his initial denial to his daughter, believing there was nothing he couldn't fix and that he thought other kids did drugs, but not his kid. Afterwards, Susan shares with him the good news that she is coming home, and as the residents, staff and parents cheer, she runs triumphantly into the arms of her waiting family.",movie
442300,For a Few Dollars More,1965-12-18,132.0,Crime Fiction," Eastwood  and Van Cleef  portray two bounty hunters in pursuit of ""El Indio"" , one of the most wanted fugitives in the western territories, and his gang. Indio is a ruthless, intelligent man. He has a musical pocketwatch that he plays before engaging in gun duels. ""When the chimes finish, begin"", he says. Flashbacks reveal that the watch originates from a young woman , who killed herself while being raped by Indio after he had found her with her lover  and killed him. The watch bears a photo of the woman and was presented as a gift by the young man before being killed. Colonel Mortimer  illegally stops a train in Tucumcari, and soon after collects a bounty of $1,000 on Guy Calloway . Mortimer's gunslinging skill is displayed as he easily kills him from long distance. After collecting the bounty he inquires about Red ""Baby"" Cavanagh , who has a $2,000 bounty, and was last seen in White Rocks. Mortimer is told that Cavanagh has already been targeted by Eastwood's character, who is referred to as ""Manco"" . We see Manco ride into town and track down Cavanagh at a saloon playing five-card draw poker. Manco kills him and his men, and takes the bounty. Eventually, the two bounty hunters, after learning about each other from different sources, meet in El Paso and, after butting heads, decide to team up to take down Indio and his gang. Indio's primary goal is to rob the Bank of El Paso and its disguised safe containing ""almost a million dollars."" Mortimer persuades a reluctant Manco to join Indio's gang during the robbery in order to ""get him between two fires."" Manco is offered membership in the gang after rescuing one of Indio's friends from prison. When Indio robs the bank, he brings the gang and the money to the small border town of Agua Caliente, where Mortimer reunites with Manco. The hunchback Wild  recognizes the Colonel from a previous encounter in which the Colonel had deliberately insulted him and forces a showdown in which he is killed by the Colonel. The Colonel then proves his worth to Indio by cracking open the safe without using explosives, but Indio states his intention to wait a month if necessary to allow the furor over the bank robbery to die down and locks the money away. Manco and the Colonel plan to steal the bank money from Indio, but the bandits catch them in the act and severely beat them. Indio's right-hand man Nino , on orders from Indio, kills their guard and releases the bounty hunters. Indio informs his gang that they ""got away"", and sends them after the escaped bounty hunters. He intends to kill off his gang with the bounty killers while he and Nino take all the loot for themselves. However, the smarter Groggy  figures out what Indio is up to, and kills Nino. Before he can kill Indio, he finds that the Colonel has already removed the stolen money from where Indio had hidden it. Indio convinces Groggy to join forces with him to trap the bounty-killers.  The next morning, Manco and Mortimer shoot down the gang, one by one, in the streets of the town. Standing alone, Mortimer shoots Groggy when the outlaw tries to run for it, but then has his gun shot out of his hand by Indio, who then takes out his pocketwatch and begins playing it. As the chimes nears the end, Manco suddenly appears with an identical pocketwatch, playing the same tune as Indio's, which Mortimer realizes had been taken from him earlier. As this happens, Manco holds an 1854 Jennings Rifle Company Volcanic Rifle on Indio and gives his gunbelt and pistol to Mortimer, evening the odds. ""Now we start"", Manco announces and sits while Mortimer and Indio face off. During the standoff, Manco looks down at the pocketwatch and sees the same picture of the woman Indio had raped. The music finishes, and Mortimer outdraws and guns down Indio. At this juncture, Mortimer takes Indio's pocketwatch. Manco gives him back the other watch and remarks on a family resemblance; the Colonel replies, ""Naturally, between brother and sister"", indicating that the young woman's portrait was that of Mortimer's sister. His revenge complete, he decides to take no part of the bounty. As Manco tosses Indio's body into a wagon with the corpses of the rest of the gang and counts them by the reward for each one, he realizes he is short of the $27,000 total, and spins around to gun down Groggy who had survived and was sneaking up behind him to kill him. As he leaves, he recovers the money stolen from the Bank of El Paso, though it is not clear whether he intends to return it. He then rides off into the distance with his horse towing the wagon full of the lifeless bodies of the entire gang.",movie
1644192,Lady in the Water,2006-07-20,109.0,Thriller,"One evening, Cleveland Heep , who became a handyman at a Philadelphia apartment complex after his family was murdered, discovers Story , a naiad-like character  from the Blue World, in his building's pool, immediately rescuing her from an attack by a ""Scrunt,""<ref namehttp://www.mnightfans.com/ladyinthewater/mythology.php |title2009-10-11 |workhttp://web.archive.org/web/20080505224312/http://www.mnightfans.com/ladyinthewater/mythology.php |archivedate=2008-05-05 }} a grass-covered lupine that lies preternaturally flat. Story is here to find a specific writer whose book will better humanity's future. After questioning residents Farber , Bell , Dury ([[Jeffrey Wright , and five nameless smokers, Heep discovers the author, Vick Ran , who is writing The Cookbook, containing views and ideas so significant they will inspire a future President, a great Midwestern orator, to greatly change the world for the better. Ran meeting Story eliminates his fear and sharpens his inner voice, but he learns he will be assassinated due to the controversial nature of his ideas. The Tartutic, an invincible simian trio that serve as the Blue World's peacekeepers, have forbidden that Story be attacked while returning home. The Scrunt nonetheless does just that, as Story is destined to be a great leader as well. To return safely, she will now need the help of a Symbolist, Guardian, Guild, and Healer. Story believes Heep to be her Guardian; Heep asks Farber, a West Coast émigré turned film critic, to help him figure out the others' identities. Working off movie tropes, Farber misadvises Heep, leading him to a flawed conclusion that a logophile named Dury is the Symbolist, a group of misfit ""tokers"" are the Guild, and a woman who cares for stray animals named Bell is the Healer. Heep asks Story how to ""practice"" for the confrontation but nearly dies in the process, convincing him he's not the Guardian. The next night, Farber's bad advice leads to their plan's immediate failure. In the confusion, Farber is killed and Story is mortally wounded by the Scrunt. Dury suddenly realizes his son Joey  is the Symbolist. Interpreting the information on cereal boxes, Joey deduces the true Guild is composed of seven sisters, that two new men must be present, and that the Healer is male, soon revealed to be Heep. He goes about healing Story by ""bringing forth [his] energy"" . Story's departure starts again, but the Scrunt attacks; it is stopped by the gaze of Reggie ([[Freddy Rodriguez , a lopsidedly muscled tenant who is the true Guardian. Reggie's gaze, capable of compelling the Scrunt to slowly retreat, is distracted by the cry of the Great Eatlon, a giant eagle who will ferry Story home. When Reggie breaks eye contact, the Scrunt leaps, but is seized by the Tarturic and dragged away. Heep thanks Story for saving his life as she hugs him goodbye. The Great Eatlon lands, enfolds Story in one of its wings, and takes flight. Each tenant watches as she is ferried into the storm.",movie
28278653,The Silent Village,1943,36.0,Short Film,"The film opens with a title card outlining the story of Lidice. It then moves on to an image of the stream running through the village of Cwmgiedd , and an eight-minute opening sequence interspersed with images and sounds of everyday life in a community in the Upper Swansea Valley; men are shown working at the colliery, women engaged in domestic tasks in their homes and the inhabitants singing in the Methodist chapel. Most of the dialogue in this section is spoken in Welsh, with no subtitles provided. The section closes with another title card stating ""such is life at Cwmgiedd...and such too was life in Lidice until the coming of Fascism"". The German occupation is heralded by the arrival in the village of a black car, blaring military music and political slogans from its loudhailer. Little is shown of the occupation itself, its violence being implied by a soundtrack of marching boots, gunfire and harshly amplified orders and directives, in the sound-as-narrative technique Jennings had previously developed in Listen to Britain. The identity of the community is eroded, with the Welsh language being suppressed and no longer permitted as the teaching medium in the school, and trade union activity being made illegal. The villagers resistance takes the form of covert activities including the publication of a Welsh news sheet. Eventually, even the singing of Welsh hymns in the chapel is outlawed. The murder of Reinhard Heydrich, whose assassination  by British-trained Czech agents in Prague sparked the actual Lidice massacre, is the catalyst for the systematic obliteration of Cwmgiedd in reprisal. The children of the village are marched out of school and join the womenfolk as they are loaded onto trucks. The men, defiantly singing ""Land of Our Fathers"" as they go, are lined up against the wall of the village churchyard.",movie
18600327,Bats: Human Harvest,2007,87.0,Horror,"A group of Delta Force soldiers, accompanied by a CIA agent , are sent to the Belzan forest in Chechnya in search of a rogue American weapons researcher, Dr. Benton Walsh. The survivors attempt to reach helicopter extraction but encounter various challenges, including Chechen rebels.",movie
22189918,Devil and the Deep,1932,78.0,Drama,"Charles Storm  is a naval commander whose jealousy makes life miserable for his wife Diana . His suspicions fall over his own subordinate, Lieutenant Jaeckel . Although his suspicions had no cause, soon his obsessive behavior drives Diana into the arms of yet another officer, Lieutenant Sempter . Learning of their affair, Charles plots a terrible revenge.",movie
11358526,Captives,1994,100.0,Thriller,"A young dentist  working in a British prison starts to become attracted to a violent inmate  after the break-up of her marriage, and embarks upon an illicit affair with him.",movie
1004155,Mon oncle d'Amérique,1980,123.0,World cinema,"The didactic film is built around the ideas of French physician, writer and philosopher Henri Laborit, who plays himself in the film. It uses the stories of three people to illustrate Laborit's theories on evolutionary psychology regarding the relationship of self and society. René  leaves the family farm to become an executive at a French textile firm. Janine  leaves her proletarian family behind to become an actress who becomes involved with Jean , a well-educated bourgeois writer/politician. All three characters face difficult choices in life-changing situations that are designed to illuminate Laborit's ideas.",movie
35663798,David's Birthday,2009-09-08,106.0,LGBT,"Two pairs of friends, Matteo and Francesca & Shary and Diego, decide to spend the summer together in a beach house at the foot of Mount Circeo. Matteo, a psychologist, is married to Francesca with whom he has a five year old girl, Elena. Diego and Shary have a less stable relationship, having a son together, David, who attends college in the United States. David comes to Italy for the first time in five years to spend time with his family and celebrate his birthday. Upon David's arrival, he and Matteo begin to develop feelings for each other. Only Leonard, Shary's brother, who has returned from his travels around the world to spend some time with the two pairs, seems to sense what is happening. The balance of Matteo's marriage begins to crack, and the growing tension seems to corrode the two families. While the rest of the household is out preparing for David's birthday party, Matteo goes to David's bedroom, and they have sex. When Francesca arrives back, she has no keys and enters the house through a patio door into David's room where she finds the two men having sex. She runs out, and Matteo runs after her. She dashes around a corner and into the street where she is hit and killed by a car. Later, Matteo, Shary, Diego, and David are having supper. Shary, inexplicably, asks Matteo accusingly where he was at the time of the accident, and the movie ends as he begins to cry.",movie
21287052,Relentless 3,1993,93.0,Thriller,"Sam Dietz returns to Los Angeles from ""up North"" and agrees to consult on a serial killer case. Not wanting to be more involved changes however, when the killer targets Dietz’s latest love interest, thereby, forcing him to become actively involved in the investigation. The killer is someone he's arrested before.Doug http://www.imdb.com/title/tt0107941/plotsummary",movie
36232890,Robotrix,1997-07,90.0,Science Fiction,"A criminally insane scientist, Ryuichi Sakamoto , transfers his mind into a cyborg and immediately commits a series of rapes and murders. Among his victims is female police officer Selena Lam . The scientist Dr. Sara  transfers Selena's brain into a cyborg named Eve-27, then copies her own persona into a robotic assistant named Ann . The cyborg-robot team pursue the criminal Sakamoto by investigating a series of murdered prostitutes.",movie
6741028,Our Song,2000,97.0,Drama,"Our Song follows three high school girls over one summer in Crown Heights, Brooklyn. The girls, Lanisha , Maria , and Joycelyn  are best friends and confidants. They have different family situations, different romantic interests, different moral codes and their own unique dreams. They are all dedicated members of the Jackie Robinson Steppers, a community marching band, that holds daily rehearsals in a local parking lot. The girls want to master the instruments they play in order to impress their conductor. Joycelyn works at a makeup boutique, while both Marie and Lanisha work at a bakery. Sometimes they talk about what they'll do after high school, but most of their conversations are about the difficult immediate issues that face them daily: *Their school is not going to reopen in the fall because there is asbestos contamination, so they each challenged with finding a new school with a good reputation, enrolling, and planning the daily commute. *Pregnancy and teen motherhood are serious considerations for the girls, as many of their friends have babies.",movie
17848676,An American Carol,2008-10-03,83.0,Parody,"{{plot}} Left-wing activist and filmmaker Michael Malone , a parody of Michael Moore, is campaigning to end the celebration of the Fourth of July. Malone holds pronounced anti-American views and truculently argues that America's past and present are both offensive, and therefore should not be celebrated. Josh Malone, Michael's nephew, is an officer in the United States Navy and is about to deploy to the Persian Gulf. His uncle, however, regards him with disgust. At an awards ceremony hosted by Paris Hilton, Malone receives the Leni Riefenstahl Award for his documentary Die, You American Pigs. On the evening of July 3, Malone is watching a speech from President John F. Kennedy. However, when Malone mistakenly interprets the President's words to mean avoiding war at all costs, the disgruntled long-dead President steps out of a television set, corrects Malone, and tells him that he will be visited by three spirits. In keeping with the ""Christmas Carol"" format, the next morning, Malone is then visited by General George S. Patton , who tries to make him rethink his view of America. Arguing that sometimes war is necessary for the greater cause, Patton shows him an alternate world where slavery still exists because Abraham Lincoln chose not to fight the Civil War. He then shows the filmmaker how British Prime Minister Chamberlain  appeased Adolf Hitler . Malone is even allowed to attempt to communicate with Hitler, but is blatantly ignored by him. In a second scenario, Patton provides a view of a college classroom where, in a musical number, professors sing about how their views on peace and life have not changed since when they were hippies in 1968. The professors promise good grades to students who agree with their views. Patton sums up the situation as '""indoctrination rather than education."". However, Michael refuses to even reconsider his anti-American views and a despondent Patton apologizes for his failure before the altar of a Manhattan church to his 'father'. To Malone's shock, he learns that the General was addressing not God, but the ghost of George Washington , who reveals that this is the very church where he prayed for his country every day of his presidency. When Michael comments about the large amount of dust there, Washington opens a door and reveals that it comes from the destruction of the World Trade Center in the September 11 attacks in 2001. Shaken but still unmoved, Malone is visited by the angel of death , who takes him to a future Los Angeles which has been taken over by radical Islamists. Later, he is taken to the ruins of his hometown in Michigan, which has been destroyed by a nuclear bomb planted by Al Qaeda. In a makeshift morgue, Malone learns that he will be killed in this attack, leaving nothing behind but his trademark hat and ""big ass."" Facing his death, Malone pleads for his life with the Angel, promising to change. Later, Malone arrives at an anti-Fourth of July protest rally and publicly renounces his former views. This triggers an outraged mob from which he is rescued, however, by American servicemen. Safe inside a country music concert, he is formally welcomed to ""the real America."" Malone then finds himself preventing a terrorist bombing there by three Arab men he had inadvertently given green cards to earlier. And, finally, he runs to the docks in time to see his enlisted nephew, Josh, off to the Persian Gulf. He tells Josh how very proud he is of him and promises to look in on his wife and family during his deployment. As the film concludes, Malone is a changed man who loves his country and realizes how precious freedom is, even while sticking to his liberal views. Taking Patton's advice to advocate American values in film, the film ends with Malone starting to film a JFK biopic he intends to be ""more accurate"" than Oliver Stone's movie.",movie
21513056,Son-Rise: A Miracle of Love,1979-05-14,120.0,Drama,"Raun was born ""like all miracles, perfect"" to Bears and Suzi Kaufman.http://living.scotsman.com/features/Rising-to-the-light.2359793.jp He had 12 out of 13 symptoms of autism. Medical professionals were pessimistic about Raun's condition. The Kaufmans' utilized their downstairs restroom which was the only place free of distractions.{{citation needed|daterising/> Other forms of contact Raun made included crying when he was thirsty for juice. At the end of the film, Raun was six years old and was known as ""a happy, active, bright, and loving normal boy.""",movie
34943201,Arugba,2008,95.0,Drama,"Adetutu faces many responsibilities. She must juggle her role as Arugba  in the annual community festival with her studies at the university; she must care for an ailing and grieving friend… And then there is Adejare, a demanding king, her blossoming musical career and her growing fondness for Makinwa – a gifted artist - which places a strain on her relationship with the other members of her all female musical group.",movie
33427265,A Monster in Paris,2011-08-28,82.0,Music,"The story begins by documenting the flooding of the River Seine of 1910, of which the film is also set. Emile, a shy projectionist, has a passion for film and romantic interests for his collaborator of the cinema, Maud, but has trouble admitting his true feelings. His friend, an exuberant inventor and delivery driver, Raoul, is picking him up from work to transport him in his crafted vehicle, named Catherine, to assist in retrieving a new belt for his projector, due to a mishap with him daydreaming. In the process of purchasing a new belt, he also gets himself a new camera. The story also introduces Lucille , a childhood friend of Raoul, and cabaret singer at the club L'Oiseau Rare . As Paris is diverse in the category of the rich and the poor, though she is a successful singer, her aunt Carlotta does everything to push her into the arms of the Police commissioner, Maynott, a man devoured by pride and ambition. On a particular evening, Raoul, accompanied by Emile, is making a delivery to the Botanical Gardens. In the absence of the Professor who works there, the place is guarded by his assistant, a proboscis monkey named Charles. Appreciating the opportunity to browse through the laboratory, Raoul experiments with an ""Atomize-a-Tune"" mixture which temporarily gives Charles the voice of an opera singer and an unstable ""super fertilizer"" which grows a sunflower seed into a giant sunflower in the blink of an eye. Due to the enormity of the plant in a small amount of water, it starts to topple towards Raoul and Emile. In the ensuing chaos, an explosion occurs due to the mixing of the two chemicals. Everyone comes out unscathed, but Emile is convinced he has glimpsed a monstrous creature which is recorded on camera. The next day, the creature is featured in the newspapers. An investigation is made into the whereabouts of the creature by Maynott's second in command, Paté, but is fronted by Maynott, who uses it as a scheme to maintain fear in Paris and popularise his status as providential candidate for the upcoming mayoral elections. At the same time, he tries unsuccessfully to seduce Lucille. Meanwhile, Lucille is trying to find a new musician for her show, and refuses the candidacy of the cabaret’s waiter, Albert . Whilst trying to vacate the cabaret, Albert stumbles across the creature and tries to get back into the cabaret with no success and flees terrified. Lucille opens the door and accidentally pushes the creature aside into the alleyway after it was curiously playing with the doorbell. Upon seeing the creature, she flees in an initial state of panic, but later hears the creature sing and discovers it is not dangerous but has a lovely singing voice. She welcomes it in her dressing room, and gives it the name, Francœur , the name of the street where she had found it. The creature is nothing but a flea that the fertilizer, amidst all the other chemicals in laboratory explosion, caused to grow to human scale. During the ongoing investigation, Emile and Raoul's secret of the laboratory incident is blown and they are arrested. Brought before Maynott, Emile and Raoul think they are going to prison, but due to Maynott's interests in the creature, they are commended as heroes and are given the Medal of Honor. On a challenge he had been set earlier by Lucille during an altercation, Raoul uses the badge as an advantage to get the best seats at Lucille's show at the Rare Bird, which she had promised him. After the show, Emile and Raoul come to congratulate Lucille on her show, but upon been greeted by the musician, Lucille reveals the identity of Francœur. In the ensuing surprise, Albert overhears the situation and reports it to the police in an act of jealousy. The police arrive at the cabaret searching for the creature, but Emile, Raoul and Francœur narrowly escape and Albert is framed and arrested for lying to the police. The following day, Maynott opens the Montmartre Funicular, which serves Montmartre and the Basilica of the Sacred Heart. The trio, along with Francœur and Charles the monkey, decide to use this opportunity as a way of staging the death of the creature. Things do not go according to plan as Maynott, his pride now turned to corruption, discovers the creature hiding under the trap door of the stage. Trying to escape, Francœur and friends are chased through the streets of Paris by the insane Maynott -who is hellbent on the death of Francœur, even if it meant trying to kill Franc's friends in the process- involving the use an airship and ""Catherine"". The chase concludes at the tip of the Eiffel tower. Meanwhile, Maud, who Emile had the courage to make a date for, also travels there. After a battle to protect Francœur from Maynott, the fertilizer wears off, but a gunshot and Francœur's disappearance makes everyone believe he is dead. The megalomaniacal villain is arrested by Paté on the concern that Francœur is innocent and Emile and Maud also fall into the arms of one another. Later that evening Lucille is distraught after the ""death"" of Francœur. Hesitant to sing her number onstage, Raoul convinces her anyway. Whilst struggling to begin singing, she hears a humming in her ear, which appears to be Francœur still singing on her earring. Some time later, the Professor who was absent from earlier, returns from his trip and when the three friends explain the situation, he makes a new mixture that permanently returns Francœur to human size and in turn give him second billing on the posters advertising for Lucille's show. After an introduction to a childhood memory of Raoul, he and Lucille confess their true feelings to one another. In a post-credits scene, Raoul, Lucille, Francœur, Maud, Emile, Carlotta and Paté  scatter super fertilized sunflower seeds to help drain the flooded Seine. In a second scene, Maynott is shown in the same cell as Albert and a thief, and forced to endure their appalling singing.",movie
1188061,Born in East L.A.,1987-08-21,85.0,Parody,"Rudy Robles  is told by his mother to pick up his cousin Javier  at a factory before she leaves for Fresno. Robles arrives shortly before immigration officials raid the factory looking for illegals. Because he is carrying no identification, and his mother and sister are not available to verify he is a US citizen, Robles is deported with the illegals to Mexico. Ironically, Robles cannot speak more than very simple Spanglish, though he is fluent in German from having served in Germany in the United States Army. In Tijuana, Robles becomes friends with ex-con Jimmy ([[Daniel Stern  and a waitress named Dolores . Unable to contact with his mother, Robles makes repeated attempts to cross the border, all ending in failure. Jimmy offers to get him back to home for a price. Having left home without his wallet, Robles works for Jimmy as doorman at a strip club, earning extra money selling oranges and teaching two Central Americans and three others would be illegals to walk and talk like East Los Angeles natives. They become called the ""Waas Sappening Boys"" or ""What's Happening Boys"". Robles falls in love with Dolores and finally raises the money needed to be smuggled across the border. He goes on a date with Dolores and the next day, Robles bids farewell to Jimmy, receives a last kiss goodbye from Dolores and climbs into the Coyote's truck. He sees a woman pleading to be taken for free because her husband is already in the truck and their family is in the United States. Robles gives the woman his place. Robles stands for the last time on the hill of the Mexico – United States border while two Immigration Officers sit in their truck watching in laughter. The song ""America"" by Neil Diamond is heard as hundreds appear and race forward to reach the American Dream. The Immigration Officers hide in their truck. Rudy, Dolores, and their ""Waas Up"" friends walk with their heads up high into the United States. At the end as the titles roll, the song version of ""Born in East L.A."" plays.",movie
