item_id,title,author,pub_date,genre,summary
13619646,Blind Justice,Bruce Cook,1995,Crime Fiction," Young Jeremy Proctor, recently orphaned, is taken in as ward by blind Sir John Fielding, Magistrate of the Bow Street court and organizer of London's first police force. When Sir John investigates the apparent suicide of Lord Goodhope, it is Jeremy's eyes which note the crucial clue."
20841003,Things Could Be Worse,Lily Brett,1990,Autobiographical novel," Renia and Josl Bensky grow up in the Polish town of Łódź, Poland. Shortly after their marriage, they are forced to move to the Ghetto of Łódź, and soon, they are deported to the concentration camp of Auschwitz. After the downfall of the Third Reich, they meet again, and their first daughter Lola is born in a DP camp in 1946. In 1948, The Benskys move to Melbourne and try to start a new life, far away from the horrible crimes they had to endure during the Holocaust. They find good friends among fellow Jewish Immigrants, and with this tight group of friends, they try to live as normal a life as possible. Josl and Renia both try to live with their past; in this mixture of trying to forget and to commemorate, they raise Lola to be an Australian girl. Lola knows she will never understand her parents completely since she will never experience what they had to live through. She has her own problems. She has overweight, weird boyfriends and a first husband whom she does not love. When she turns 19, Lola starts to write for a rock magazine and gets to travel around the world to interview the stars of her time. Apart from her job, she raises her children and tries to figure out her life. Finally, she marries the artist Garth and moves to New York."
9845983,Free Fall,William Golding,1959,Fiction," Samuel ('Sammy') Mountjoy, a talented painter but a directionless and unhappy man, is a prisoner of war in Germany during WWII. Recently some inmates escaped from his camp. A Gestapo officer, Dr. Halde, interviews Sammy in an attempt to find out about the escape organization; when Sammy denies knowing anything, Halde has him locked in a small store-room, awaiting possible torture. Under the pressure of the darkness, isolation and horrified anticipation he gradually breaks down; in a series of long flashbacks, he wonders what brought him to his current state, and in particular, how he lost his freedom. As a very young child he was happy, despite living in a slum and never knowing his father. He was adopted by the local priest and attended day school and grammar school, where he was torn between two diametrically opposed parent-figures - the kindly science master Nick Shales and the sadistic Rowena Pringle, who taught religious studies. He also fell desperately in love with a girl in his class, Beatrice Ifor. Whilst a student at art college he managed to become Beatrice's fiancé, and eventually her lover, but when she was unable to return his violent passion he grew bored with her and married another woman. After some years he found that Beatrice had gone incurably insane. The novel alternates these flashbacks with Sammy's increasing terror and despair. Then, just as he loses all self-control and cries for help, he is abruptly released by the camp commandant, who apologises, outraged that an officer should have been humiliated like this."
19584811,The Sound of One Hand Clapping,Richard Flanagan,1997,Novel," The book focuses the relationship between a woman, Sonja Buloh, and her father Bojan. Bojan is a European immigrant from the post-World War II period who came to work on the Tasmanian Hydroelectric Schemes, and a drunkard. While working on a remote construction camp in the central highlands in the winter of 1954, when Sonja was just three, Bojan's wife walked into a blizzard never to be seen again and leaving Bojan to raise his daughter. When Sonja returns to visit Tasmania and her father in 1989 as a balanced middle-aged woman, the past begins to intrude, changing both their lives forever."
24095373,Knight Crusader,Ronald Welch,1954,Children's literature," The novel is divided into three parts: the first part leads up to the Battle of Hattin; the second part, set four years later, shows Philip d'Aubigny's escape from captivity at the time of the Third Crusade, and the final part deals with Philip's reclaiming his ancestral lands in the Welsh Marches. At the beginning of the novel, Outremer has been in existence for nearly one hundred years since the capture of Jerusalem in 1099. However, the Emir Saladin is uniting the Islamic forces against the Crusader states. The great military orders of the Knights Templar and Knights Hospitaller are eager for the fray, but others are concerned that there are not enough Christian knights in Outremer to form a field army while continuing to garrison the castles that protect the Kingdom. Saladin invades Outremer and besieges Tiberias. The weak-willed King of Jerusalem is swayed by advisers to march to the relief of the besieged city across a waterless plain at the height of summer. Debilitated by the desert conditions before the battle even begins, the Christian army suffers a devastating defeat at Hattin. Most of the Christian held fortresses of Outremer fall to Saladin and Jerusalem falls to the Muslim armies. These events are shown through the experiences of Philip d'Aubigny, a young English nobleman who was born in Outremer. He befriends a Turk, Jusuf, whom he rescues from robbers, and later impresses the king by his superior swordsmanship in a duel, gaining his knighthood. Philip overhears much discussion about the political and military situation. He suffers on the desert march, sees his father die in battle and is taken prisoner. Philip has a relatively easy captivity in the household of Jusuf's father Usamah in Damascus, but chafes to be free. With Hospitaller help he and his friend Gilbert escape over the walls. They make their way to Krak, the great Hospitaller fortress, after an encounter with the Assassins. Philip commits himself to the service of Richard of England and during the campaigns of the Third Crusade becomes one of the most celebrated knights of Christendom. In the final chapters of the novel, Philip and his company of Crusaders arrive in Britain, where he takes part in a jousting tournament at Cardiff Castle. He learns from his squire's father that his family's castle at Llanstephan has been taken by an ally of Prince John's and leads a raiding party to win it back. A notable aspect of the book is the bringing into contrast of the refinements of the medieval Islamic civilization, which had been adopted by the Outremer noblemen, with the comparatively stark and crude European living conditions of the time, and the suggestion that the returning Crusaders brought Eastern standards of culture to the West."
48648,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997-06-30,Children's literature," Before the start of the novel, Voldemort, considered the most evil and powerful dark wizard in history, kills Harry's parents but mysteriously vanishes after trying to kill the infant Harry. While the wizarding world celebrates Voldemort's downfall, Professor Dumbledore, Professor McGonagall and Rubeus Hagrid place the one&nbsp;year-old orphan in the care of his Muggle (non-wizard) uncle and aunt: Vernon and Petunia Dursley. For ten years, they and their son Dudley neglect, torment and abuse Harry. Shortly before Harry's eleventh birthday, a series of letters addressed to Harry arrive, but Vernon destroys them before Harry can read them. To get away from the letters, Vernon takes the family to a small island. As they are settling in, Hagrid bursts through the door to tell Harry what the Dursleys have kept him from finding out: Harry is a wizard and has been accepted at Hogwarts. Hagrid takes Harry to Diagon Alley, a magically-concealed shopping precinct in London, where Harry is bewildered to discover how famous he is among wizards as ""the boy who lived"". He also finds that he is quite wealthy, since a bequest from his parents has remained on deposit at Gringotts Wizarding Bank. Guided by Hagrid, he buys the books and equipment he needs for Hogwarts, as well as Hedwig the owl. At the wand shop, he finds that the wand that suits him best is the twin of Voldemort's; both wands contain feathers from the same phoenix. A month later Harry leaves the Dursleys' home to catch the Hogwarts Express from King's Cross railway station. There he meets the Weasley family, who show him how to pass through the magical wall to Platform 9¾, where the train is waiting. While on the train Harry makes friends with Ron Weasley, who tells him that someone tried to rob a vault at Gringotts. During the ride they meet Hermione Granger. Another new pupil, Draco Malfoy, accompanied by his sidekicks Vincent Crabbe and Gregory Goyle, offers to advise Harry, but Harry dislikes Draco's arrogance and prejudice. Before the term's first dinner in the school's Great Hall, the new pupils are allocated to houses by the magical Sorting Hat. Before it is Harry's turn, he catches Professor Snape's eye and feels a pain in the scar Voldemort left on his forehead. When it is Harry's turn to be sorted, the Hat wonders whether he should be in Slytherin, but when Harry objects, the Hat sends him to join the Weasleys in Gryffindor. While Harry is eating, he questions Percy Weasley about Snape. After a terrible first Potions lesson with Snape, Harry and Ron visit Hagrid, who lives in a rustic house on the edge of the Forbidden Forest. There they learn that the attempted robbery at Gringotts happened the day Harry withdrew money. Harry remembers that Hagrid had removed a small package from the vault that was broken into and searched. During the new pupils' first broom-flying lesson, Neville Longbottom breaks his wrist, and Draco takes advantage to throw the forgetful Neville's fragile Remembrall high in the air. Harry gives chase on his broomstick, catching the Remembrall inches from the ground. Professor McGonagall dashes out and appoints him as the new Seeker for the Gryffindor Quidditch team. When Draco tricks Ron and Harry, accompanied by Neville and Hermione Granger, into a midnight excursion, they accidentally enter a forbidden corridor and find a huge three-headed dog. The group hastily retreats, and Hermione notices that the dog is standing over a trap-door. Harry concludes that the monster is guarding the package Hagrid retrieved from Gringotts. After Ron criticises Hermione's ostentatious proficiency in Charms, she hides in tears in the girls' toilet. At the Halloween Night dinner,Professor Quirrell hastily reports that a troll has entered the dungeons. While everyone else returns to their dormitories, Harry and Ron rush to warn Hermione. The troll corners Hermione in the toilet but when Harry sticks his wand up one of its nostrils, Ron uses the levitation spell to knock out the troll with its own club. Afterwards, several professors arrive and Hermione takes the blame for the battle and becomes a firm friend of the two boys. The evening before Harry's first Quidditch match, he sees Snape receiving medical attention from Filch for a bite on his leg by the three-headed dog. During the game, Harry's broomstick goes out of control, endangering his life, and Hermione notices that Snape is staring at Harry and muttering. She dashes over to the Professors' stand, knocking over Professor Quirrell in her haste, and sets fire to Snape's robe. Harry regains control of his broomstick and catches the Golden Snitch, winning the game for Gryffindor. Hagrid refuses to believe that Snape was responsible for Harry's danger, but lets slip that he bought the three-headed dog, and that the monster is guarding a secret that belongs to Professor Dumbledore and someone called Nicolas Flamel. Harry and the Weasleys stay at Hogwarts for Christmas, and one of Harry's presents, from an anonymous donor, is an Invisibility Cloak owned by his father. Harry uses the Cloak to search the library's Restricted Section for information about the mysterious Flamel, has to evade Snape and Filch after an enchanted book shrieks an alarm, and slips into a room containing the Mirror of Erised, which shows his parents and several of their ancestors. Harry becomes addicted to the Mirror's visions and is rescued by Professor Dumbledore, who explains that it shows what the viewer most desperately longs for. When the rest of the pupils return for the next term, Draco plays a prank on Neville, and Harry consoles Neville with a sweet. The collectible card wrapped with the sweet identifies Flamel as an alchemist. Hermione soon finds that he is a 665-year-old man who possesses the only known Philosopher's Stone, from which can be extracted an elixir of life. A few days later Harry notices Snape sneaking towards the outskirts of the Forbidden Forest. There he half-hears a furtive conversation about the Philosopher's Stone, in which Snape asks Professor Quirrell if he has found a way past the three-headed dog and menacingly tells Quirrell to decide whose side he is on. Harry concludes that Snape is trying to steal the Stone and Quirrell has helped prepare a series of defences for it, which was an almost fatal mistake. The three friends discover that Hagrid is raising a baby dragon, which is against wizard law, and arrange to smuggle it out of the country around midnight. Draco arrives, hoping to raise the alarm and get them into trouble, and goes to tell Professor McGonagall. Although Ron is bitten by the dragon and is sent to the infirmary, Harry and Hermione spirit the dragon safely away. However, they are caught, and Harry loses the Invisibility Cloak. As part of their punishment, Harry, Hermione, Draco, and Neville (who, trying to stop Harry and Hermione after hearing what Draco had been saying, had been caught by McGonagall as well) are compelled to help Hagrid to rescue a badly-injured unicorn in the Forbidden Forest. They split into two parties, and Harry and Draco find the unicorn dead, surrounded by its blood. A hooded figure crawls to the corpse and drinks the blood, while Draco screams and flees. The hooded figure moves towards Harry, who is knocked out by an agonising pain spreading from his scar. When Harry regains consciousness, the hooded figure has gone and a centaur, Firenze, offers to give him a ride back to the school. The centaur tells Harry that drinking a unicorn's blood will save the life of a mortally injured person, but at the price of having a cursed life from that moment on. Firenze suggests Voldemort drank the unicorn's blood to gain enough strength to make the elixir of life from the Philosopher's Stone, and regain full health by drinking that. On his return, Harry finds that someone has slipped the Invisibility Cloak under his sheets. A few weeks later, while relaxing after the end-of-session examinations, Harry suddenly wonders how something as illegal as a dragon's egg came into Hagrid's possession. The gamekeeper says he was given it by a hooded stranger who bought him several drinks and asked him how to get past the three-headed dog, which Hagrid admits is easy – music sends it to sleep. Realising that one of the Philosopher's Stone's defences is no longer secure, Harry goes to inform Professor Dumbledore, only to find that the headmaster has just left for an important meeting. Harry concludes that Snape faked the message that called Dumbledore away and will try to steal the Stone that night. Covered by the Invisibility Cloak, Harry and his two friends go to the three-headed dog's chamber, where Harry sends the beast to sleep by playing a flute given to him by Hagrid for Christmas. After lifting the trap-door, they encounter a series of obstacles, each of which requires special skills possessed by one of the three, and one of which requires Ron to sacrifice himself in a game of wizard's chess. In the final room Harry, now alone, finds Quirrell rather than Snape. Quirrell admits that he let in the troll that tried to kill Hermione on Halloween, and that he tried to kill Harry during the first Quidditch match but was knocked over by Hermione. Snape had been trying to protect Harry and suspected Quirrell. Quirrell serves Voldemort and, after failing to steal the Philosopher's Stone from Gringotts, allowed his master to possess him in order to improve their chances of success. However the only other object in the room is the Mirror of Erised, and Quirrell can see no sign of the Stone. At Voldemort's bidding, Quirrell forces Harry to stand in front of the Mirror. Harry feels the Stone drop into his pocket and tries to stall. Quirrell removes his turban, revealing the face of Voldemort on the back of his head. Voldemort/Quirrell tries to grab the Stone from Harry, but simply touching Harry causes Quirrell's flesh to burn. After further struggles Harry passes out. He awakes in the school hospital, where Professor Dumbledore tells him that he survived because his mother sacrificed her life to protect him, and Voldemort could not understand the power of such love. Voldemort left Quirrell to die, and is likely to return by some other means. Dumbledore had foreseen that the Mirror would show Voldemort/Quirrell only themselves making the elixir of life, as they wanted to use the Philosopher's Stone; Harry was able to see the Stone in the Mirror because he wanted to find it but not to use it. The Stone has now been destroyed. Harry returns to the Dursleys for the summer holiday, but does not tell them that under-age wizards are forbidden to use magic outside Hogwarts. After ten years, Harry became an eleven year-old boy. The Dursleys have kept the truth about Harry's parents from him, but it is revealed in the form of Rubeus Hagrid, who tells Harry that he is a wizard and has been accepted at Hogwarts for the autumn term. Harry takes the train to Hogwarts from King's Cross Station. On the train, Harry sits with and quickly befriends Ron Weasley; the two are also briefly visited by Neville Longbottom and Hermione Granger. Later on in the journey, Malfoy comes into Harry and Ron's compartment with his friends Crabbe and Goyle and introduces himself. After Ron laughs at Draco's name, Draco offers to help Harry distinguish the wrong sort of wizards, but Harry declines. Upon arrival, the Sorting Hat places Harry, Hermione, Neville and Ron into Gryffindor House, one of the school's four houses, while Draco and his cronies are placed in Slytherin. After a broom-mounted game to save Neville's Remembrall, Harry joins Gryffindor's Quidditch team as their youngest Seeker in over a century. Shortly after school begins, Harry and his friends hear that someone broke into a previously emptied vault at the wizarding bank, Gringotts. The mystery deepens when they discover a monstrous three-headed dog, Fluffy, who guards a trapdoor in the forbidden third floor passageway. On Halloween, a troll enters the castle and traps Hermione in one of the girls' lavatories. Harry and Ron rescue her, but are caught by Professor McGonagall. Hermione defends the boys and takes the blame, which results in the three becoming close friends. Harry's broom becomes jinxed during his first Quidditch match, nearly resulting in Harry falling from a great height. Hermione believes that Professor Snape has cursed the broom and distracts him by setting his robes on fire, allowing Harry to catch the Golden Snitch and win the game for Gryffindor. At Christmas, Harry receives his father's Invisibility Cloak from an unknown source. Later, he discovers the Mirror of Erised, a strange mirror that shows Harry surrounded by his parents and the extended family he never knew. Later, Harry learns that Nicolas Flamel is the maker of the Sorcerer's Stone, a stone that gives the owner eternal life. Harry sees Professor Snape interrogating Professor Quirrell about getting past Fluffy, seemingly confirming the suspicion that Snape is trying to steal the Philosopher's Stone in order to restore Lord Voldemort to power. The trio discover that Hagrid is hiding a dragon egg, which hatches; since dragon breeding is illegal, they convince Hagrid to send the dragon to live with others of its kind. Harry and Hermione are caught returning to their dormitories after sending Norbert off and are forced to serve detention with Hagrid in the Forbidden Forest. In the forest, Harry sees a hooded figure drink the blood of an injured unicorn. Firenze, a centaur, tells Harry that the hooded figure is Voldemort. Hagrid accidentally tells Harry, Ron, and Hermione how to get past Fluffy; and they rush to tell the headmaster, Albus Dumbledore, what they know, only to find that he has been called away from the school. Convinced that Dumbledore's summons was a red herring to take him away while the Philosopher's Stone is stolen, the trio set out to reach the Stone first. They navigate a series of complex magical challenges set up by the school's faculty, and at the end of these challenges, Harry enters the inner chamber alone, only to find that it is the timid Professor Quirrell, not Snape, who is after the Stone. The final challenge protecting the Stone is the Mirror of Erised. Quirrell forces Harry to look into the mirror to discover where the Stone is hidden; and Harry successfully resists, and the Stone drops into his own pocket. Lord Voldemort reveals himself: he has possessed Quirrell and appears as a ghastly face on the back of Quirrell's head. Quirrell tries to attack Harry, but merely touching Harry proves to be agony for him. Voldemort flees and Quirrell dies as Dumbledore arrives back in time to save Harry. As Harry recovers, Dumbledore confirms that Lily had died while trying to protect Harry as an infant. Her pure, loving sacrifice provides her son with an ancient magical protection against Voldemort's lethal spells. Dumbledore also explains that the Philosopher's Stone has been destroyed to prevent Voldemort from ever using it. He then tells Harry that only those who wanted to find the Stone, but not use it, would be able to retrieve it from the mirror, which is why Harry could acquire it. When Harry asks Dumbledore why Voldemort attempted to kill him when he was an infant, Dumbledore promises to tell Harry when he is older. At the end-of-year feast, where Harry is welcomed as a hero. Dumbledore gives a few last-minute additions, granting enough points to Harry, Ron, Hermione, and Neville Longbottom for Gryffindor to win the House Cup, ending Slytherin's six-year reign as house champions."
3725750,Carnival of Souls,Nancy Holder,2006-04-03,Fantasy," A traveling carnival arrives in Sunnydale. It seems the carnival might be another victim of Sunnydale's weirdness. Nobody seems to be able to remember it arriving despite the many old-style wagons, the numerous performers, and horse-drawn carts. The creepy calliope music seems almost to beckon out to people. Also nobody who goes into Hall of Mirrors comes out exactly the same as they were to start with. Inspired by a pair of once-homely twins now parading around the school like divas, the Scoobs decide to investigate the carnival. It's soon clear that entering comes at a cost above the price of admission. Willow becomes consumed by envy, Cordelia gets greedy, and Xander finds himself overtaken with gluttony. Angel is revealing a dangerous new persona, whilst anger rises in Rupert Giles. More serious still, Buffy's pride starts to threaten those she cares about."
889164,The Autobiography of Alice B. Toklas,Gertrude Stein,1933,Autobiography," Alice B. Toklas, as narrator of the work, says she was born into an affluent family in San Francisco. Later she met Gertrude Stein's mother during the San Francisco fires and finally decided to move to Paris in 1907. Alice talks about the important role of Helene, Gertrude's housemaid, in their household in Paris. She mentions preparations for an art exhibition. She discusses Picasso and his mistress Fernande. The couple break up and Fernande moves to Montparnasse to teach French. Alice and Gertrude visit her there. Alice tells of Gertrude and her brother Leo Stein buying paintings by Paul Cézanne and Henri Matisse from Ambroise Vollard. They subsequently all become friends. She next discusses spending the summer with Gertrude in Fiesole while Picasso goes to Spain. Back in France, Gertrude falls out with Guillaume Apollinaire. Later, Picasso has an argument with Matisse. Alice tells how Gertrude Stein was born in Allegheny, Pennsylvania, then moved to Vienna, Passy, and finally New York City and California. She attended Radcliffe College, where she was taught by William James. She decided to study for a Master's degree at Johns Hopkins University but dropped out because she was bored, then moved to London and was bored there too, returned to America, and eventually settled in Paris. Alice tells stories about Matisse, Apollinaire, and many other Cubist artists. She recounts holidays in Italy and Spain with Gertrude. Finally, they move to England on the eve of the First World War to meet with Gertrude's editor, leaving Mildred Aldrich alone in Paris. Gertrude and Alice begin the war years in England, then go briefly to France to rescue Gertrude's writings. They then live in Spain for a while and eventually move back to France. There, they do volunteer work for the American Fund for the French Wounded driving around France to help the wounded and homeless. By the end of the war, Paris seems changed. Alice tells of Gertrude's argument with T. S. Eliot after he finds one of her writings inappropriate. She talks about her friendship with Sherwood Anderson and Ernest Hemingway, who helped with the publication of The Making of Americans. They the couple make friends with a coterie of Russian artists, but they constitute no artistic movement. Later, Gertrude gives a lecture at Oxford University. Alice then mentions more parties with artists. Later, they abridge The Making of Americans to four hundred pages for commercial reasons and devise the idea of authoring an autobiography."
7416749,The Brief History of the Dead,Kevin Brockmeier,2006,Speculative fiction," The story is set partly in the City and partly in the realm of the living, where Laura Byrd is stranded in Antarctica. The City segments focus on several different people in The City; as the book progresses, increasing numbers of the City's residents seem to just disappear, leaving friends and their relatives in mystery. The lethal virus slowly kills off each person in the living realm which results in the abrupt fluctuation in The City - each day, more and more people miraculously disappear (and areas of the City itself also begin to vanish) until the only remaining residents are those who were known to Laura Byrd. Chapters set in The City alternate with chapters dealing with Laura's struggle for survival in the Antarctic and her gradual realization that she may be the last person left alive on Earth."
23404033,The Girl Who Kicked the Hornets' Nest,Stieg Larsson,2007,Thriller," The book begins as Lisbeth Salander is flown to Sahlgrenska Hospital. It picks up where The Girl Who Played with Fire left off. After surgery, Salander is moved to an intensive care ward under guard, accessible only to police, doctors, nurses, and her lawyer, Annika Giannini (who is also Mikael Blomkvist's sister). Zalachenko, whom Salander injured with an axe, is two rooms away. Niedermann, thanks to botched responses from the local law enforcement, is on the run after murdering a police officer and carjacking and kidnapping a woman during his escape. Niedermann seeks help from his old friends at the outlaw Svavelsjö Motorcycle Club, kills the treasurer and steals 800,000 kronor before disappearing. These events prompt immediate action from ""the Section,"" a secret division of Swedish Security Service (Säpo) created for purposes of counterintelligence and responsible for Zalachenko's asylum and supervision. Evert Gullberg, founder and former chief of the Section, asks former Section associate Frederik Clinton to become acting head of the Section and plots to deflect attention away from the Section by silencing Salander, Blomkvist and Zalachenko. They form a working alliance with the unsuspecting prosecutor of Salander's case, Richard Ekström. Dr. Peter Teleborian, the psychiatrist who supervised Salander when she was previously institutionalized on the Section's orders, provides Ekstrom with a false psychiatric examination and recommends that she be reinstitutionalized, preferably without a trial. Gullberg, who has terminal cancer, murders Zalachenko in his hospital bed and then commits suicide. Section operatives stage a suicide for Gunnar Björck, the junior Säpo officer who had handled Zalachenko after the latter's defection, and who was Blomkvist's source of information about the Section. Other Section operatives burgle Blomkvist's apartment and mug Annika Giannini, specifically making off with copies of the classified Säpo file that contains Zalachenko's identity, and plant bugs in the homes and phones of Millennium staff. Undeterred by these events, or perhaps even motivated by the fact that they all occurred on the same day, Blomkvist continues to investigate the Section for a Millennium exposé. Blomkvist hires Dragan Armansky's Milton Security to handle countersurveillance. Armansky, on his own initiative, informs Säpo Constitutional Protection Director Torsten Edklinth about the constitutional violations. Edklinth, along with his assistant Monica Figuerola, begins a clandestine investigation into the Section. After Figuerola confirms the allegations, Edklinth contacts the Justice Minister and the Prime Minister who approve a full investigation by Constitutional Protection, and later invite Blomkvist to a confidential meeting in which they are to share information. They agree to Blomkvist's deadline—he intends to publish his findings about the state's manipulation of Salander's constitutional rights on July 15, the third day of her trial, and the government agree to arrest any identified ringleaders of the Section at the same time. Meanwhile, Figuerola and Blomkvist have an affair. Blomkvist convinces Salander's doctor, Dr. Anders Jonasson, to return her handheld computer. Blomkvist arranges to have a cellular phone placed in a duct leading to Salander's room, granting her Internet access through the resulting hotspot. Jonasson also helps her fake complications from her surgery, so that she can remain in the hospital's custody (and out of the police's). Meanwhile, Blomkvist, Armansky, Edklinth and their network of allies continue their joint counter-surveillance, feeding them a disinformation campaign and turning up nine central players in the Section. Whilst all of the above is going on, Erika Berger leaves Millennium to be editor-in-chief at Sweden's largest daily paper, the (fictional) Svenska Morgon-Posten (S.M.P.). Meanwhile, Henry Cortez, junior Millennium reporter, uncovers a story about a Swedish toilet-manufacturing company that engages child labour in Vietnam. His research reveals that the boss of said firm is Magnus Borgsjö, who is CEO and major shareholder at S.M.P. and hired Berger for her new position. Blomkvist gives a copy of the story to Berger, agreeing to delay its publication until August while she confronts Borgsjö and convinces him to resign gracefully. Berger begins receiving graphic e-mails and threats from an anonymous source, most of them calling her a ""whore;"" a junior reporter at S.M.P. also receives sexual propositions purportedly from Berger. Erika asks her staff to remain on alert, but matters escalate when the stalker breaks into Berger's home and steals scandalous private materials, such as high school love letters, a sex tape made with her husband Gregor Beckman, and her copy of Cortez's story. Berger engages Milton Security to help secure her home, and Armansky sends over former police officer Susanne Linder to provide protection, as Beckman is abroad on business. Salander, while preparing her own statements and legal defense in the safety of the hospital, discovers Berger's plight and mobilizes the ""Hacker Nation,"" an elite and international group of computer wizards, to assist. They determine that Peter Fredriksson, S.M.P. employee and former high school classmate of Berger, is the culprit. Linder steps outside the law to confront Fredriksson and recovers Berger's things. However, Fredriksson has already passed Millenium's exposé on to Borgsjö. Borgsjö orders Berger to suppress the story at Millennium or lose her job at S.M.P. Berger instead runs the story in that day's issue of S.M.P. (under Cortez's byline) and then resigns in protest. Borgsjö and Fredriksson are both forced out. Berger, meanwhile, is accepted back at Millenium with open arms. As Salander's trial approaches, the Section abruptly realize that Blomkvist's and Millenium's seeming lack of preparation are simply a cover story for their (successful, if now detected) campaign of misinformation. Clinton, having no idea what Blomkvist knows or plans to publish, arranges to plant cocaine in Blomkvist's apartment and simultaneously hire two members of the Yugoslav mafia to murder him; their intention is to frame him as a drug dealer and thus destroy his credibility. The former is easily undermined by the security cameras installed by Milton Security, which capture the plant; the latter requires the intervention of Figuerola, Andersson, Modig and several others from both Säpo and Milton. Blomkvist and Berger are spirited off to a Milton safehouse, allowing Säpo to further the misdirection by claiming that the two hitmen simply had the bad luck to stop for a meal at the same restaurant as their police officers. Berger, meanwhile, intuits Figuerola's and Blomkvist's affair, and promises Figuerola to stay clear of Blomkvist as long as they are together. The first two days of Salander's trial, on various counts of aggravated violence, proceed with relative calm. However, on the third day, Millenium's dual book-and-magazine exposé is published, the officers of the Section are arrested, Channel TV4 runs an hour-long program on the Section using (pre-recorded) interviews and material from Blomkvist, and Giannini systematically destroys Teleborian's testimony, proving: that the Section and Teleborian had conspired to commit Salander at age 12 to protect Zalachenko, that Salander's rights had been repeatedly violated, and that they were once again conspiring against her. Blomkvist and Edklinth provide evidence proving that Teleborian's recent ""psychiatric assessment"" of Salander was fabricated and that he was working with the Section to silence her. Teleborian is then arrested for possession of child pornography, which was found on his computer by Salander and her hacker friends, Plague and Trinity. Ekström, in over his head, withdraws charges against Salander, and her declaration of incompetence is rescinded. With the evidence and credibility of the prosecution shattered, the prosecutor drops all charges against Salander. Freed, Salander embarks on an overseas trip to forget the events. She spends several months at Gibraltar, among other things to pay a visit to the man managing the billions she had stolen from Hans-Erik Wennerström in The Girl with the Dragon Tattoo. She also tracks down Miriam Wu, who is studying at a university in Paris, and apologizes for putting her life in danger. Salander soon discovers that being a ""legally responsible citizen,"" as Giannini puts it, involves its share of toil and drudgery. As Zalachenko's daughter, Salander is obliged to inherit half of his properties and wealth,; the other half goes to her twin sister Camilla, whom no one has heard from in more than a decade. (Author Stieg Larsson's notes indicate that her whereabouts were to be the subject of his next novel.) Suspicious about an abandoned factory in her father's estate, she goes there to investigate and finds two dead women and Niedermann, who had been hiding there from the police. After a brief struggle and chase, Salander outwits Niedermann by nailing his feet to the plank floor with a nail gun. She is tempted to kill him herself, but instead reports his location to the Sonny Niemenen, head of the Svavelsjö biker gang, and then reports the entire brawl to the police. She leaves before the standoff concludes, satisfied that both Niedermann and the Svavelsjö bikers have been brought to justice. (Niedermann is killed by the bikers, and Niemenen shot by the police while resisting arrest.) Back at her apartment in Stockholm, Salander receives a visit from Blomkvist. The story, as well as the Millennium trilogy, ends with the two finally reconciling."
